run_label,prompt_id,prompt,target_text,camera_index,returncode,session_dir,run_total_s,placement_total_including_gen_s,placement_total_excluding_gen_s,gemini_total_s,hunyuan_total_s,optimization_total_s,clip_directional_similarity_pre,clip_text_directional_similarity_pre,dino_similarity_pre,background_ssim_pre,clip_directional_similarity_post,clip_text_directional_similarity_post,dino_similarity_post,background_ssim_post,eval_available,eval_pre_errors,eval_post_errors,error
existing_001_session_20260418_192903,session_20260418_192903,[existing session] session_20260418_192903,A real-estate scene with added object,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_192903,,,,,,,,,,,,,,,False,,,
existing_002_session_20260418_192941,session_20260418_192941,[existing session] session_20260418_192941,A real-estate scene with added car,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_192941,216.1,216.1,216.1,,,,0.6546415090560913,0.28408825397491455,0.5165101289749146,0.9775960563447541,0.6546415090560913,0.28408825397491455,0.5165101289749146,0.9775960563447541,True,{},{},
existing_003_session_20260418_193421,session_20260418_193421,[existing session] session_20260418_193421,A real-estate scene with added car,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_193421,212.32,212.32,212.32,,,,0.48587995767593384,0.25190743803977966,0.7916731834411621,0.9908283805230848,0.48587995767593384,0.25190743803977966,0.7916731834411621,0.9908283805230848,True,{},{},
existing_004_session_20260418_193857,session_20260418_193857,[existing session] session_20260418_193857,A real-estate scene with added car,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_193857,211.55,211.55,211.55,,,,0.720872163772583,0.29487594962120056,0.8635625243186951,0.9777424677438727,0.720872163772583,0.29487594962120056,0.8635625243186951,0.9777424677438727,True,{},{},
existing_005_session_20260418_194345,session_20260418_194345,[existing session] session_20260418_194345,A real-estate scene with added bench,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_194345,219.95,219.95,219.95,,,,0.3325292468070984,0.0018744543194770813,0.9046345353126526,0.9949177901260011,0.3325292468070984,0.0018744543194770813,0.9046345353126526,0.9949177901260011,True,{},{},
existing_006_session_20260418_194836,session_20260418_194836,[existing session] session_20260418_194836,A real-estate scene with added bench,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_194836,223.08,223.08,223.08,,,,0.570258378982544,0.019235976040363312,0.8557493686676025,0.9804587856879518,0.570258378982544,0.019235976040363312,0.8557493686676025,0.9804587856879518,True,{},{},
existing_007_session_20260418_195326,session_20260418_195326,[existing session] session_20260418_195326,A real-estate scene with added object,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_195326,227.26,227.26,227.26,,,,-0.17784817516803741,-0.0374317429959774,0.9753356575965881,0.9905673695094909,-0.17784817516803741,-0.0374317429959774,0.9753356575965881,0.9905673695094909,True,{},{},
existing_008_session_20260418_195819,session_20260418_195819,[existing session] session_20260418_195819,A real-estate scene with added chair,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_195819,207.66,207.66,207.66,,,,0.376261830329895,0.044076260179281235,0.9350147247314453,0.98971911890499,0.376261830329895,0.044076260179281235,0.9350147247314453,0.98971911890499,True,{},{},
existing_009_session_20260418_200258,session_20260418_200258,[existing session] session_20260418_200258,A real-estate scene with added chair,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_200258,211.74,211.74,211.74,,,,0.254774272441864,0.06634818017482758,0.736341118812561,0.994963007537251,0.254774272441864,0.06634818017482758,0.736341118812561,0.994963007537251,True,{},{},
existing_010_session_20260418_200738,session_20260418_200738,[existing session] session_20260418_200738,A real-estate scene with added table,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_200738,175.76,175.76,175.76,,,,-0.026130368933081627,0.003538731951266527,0.960290789604187,0.9927228820275892,-0.026130368933081627,0.003538731951266527,0.960290789604187,0.9927228820275892,True,{},{},
existing_011_session_20260418_201137,session_20260418_201137,[existing session] session_20260418_201137,A real-estate scene with added sofa,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_201137,208.51,208.51,208.51,,,,0.413100004196167,-0.03336148336529732,0.9432527422904968,0.979734952427119,0.413100004196167,-0.03336148336529732,0.9432527422904968,0.979734952427119,True,{},{},
existing_012_session_20260418_201611,session_20260418_201611,[existing session] session_20260418_201611,A real-estate scene with added bench,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_201611,177.77,177.77,177.77,,,,0.0,0.0,0.8973549008369446,0.9952826468218775,0.0,0.0,0.8973549008369446,0.9952826468218775,True,{},{},
existing_013_session_20260418_202025,session_20260418_202025,[existing session] session_20260418_202025,A real-estate scene with added object,,0,/home/cse_g2/RealEstateGen/DG-3DPlace/placement_4/session_20260418_202025,210.74,210.74,210.74,,,,0.19250206649303436,-0.033301934599876404,0.87351393699646,0.9978737872655215,0.19250206649303436,-0.033301934599876404,0.87351393699646,0.9978737872655215,True,{},{},
